http://books.google.com/ngrams/graph?content=virus%2Ctoxin%2Cvira%2Cvirion%2Cvenom&year_start=1500&year_end=2019&corpus=26&smoothing=3
year,virus,toxin,vira,virion,venom
1681,4.3416530713459777e-07,6.712754238183802e-08,4.047777630538414e-08,0.0,1.8203784618110928e-06
1682,4.3416530713459777e-07,6.712754238183802e-08,6.063880927545792e-08,0.0,1.771455052741138e-06
1683,4.3416530713459777e-07,6.712754238183802e-08,6.063880927545792e-08,0.0,1.996879128845259e-06
1684,4.298006887535978e-07,6.712754238183802e-08,6.063880927545792e-08,0.0,2.033499202168189e-06
1685,4.298006887535978e-07,6.712754238183802e-08,6.063880927545792e-08,0.0,1.8357497992838034e-06
1686,3.6058538098261904e-07,6.712754238183802e-08,6.063880927545792e-08,0.0,1.9043959582631942e-06
1687,3.424834521378476e-07,6.712754238183802e-08,4.2536880430686456e-08,0.0,1.7564672946589001e-06
1688,2.9221579568781764e-08,0.0,2.016103297007378e-08,0.0,1.605356000514543e-06
1689,2.9221579568781764e-08,0.0,0.0,0.0,1.274028584979143e-06
1690,4.99918704528162e-08,0.0,0.0,0.0,1.0429807945554006e-06
1691,2.0770290884034433e-08,0.0,0.0,0.0,8.873618416568466e-07
1692,2.0770290884034433e-08,0.0,0.0,0.0,9.283409606756063e-07
1693,2.0770290884034433e-08,0.0,0.0,0.0,8.715072376779582e-07
1694,4.515584147871518e-08,0.0,0.0,0.0,8.210636244549667e-07
1695,4.018123048256582e-07,0.0,0.0,0.0,7.898365136530369e-07
1696,4.17558250579272e-07,0.0,1.5745945753613862e-08,0.0,1.1046761544873464e-06
1697,4.188291841598714e-07,0.0,1.5745945753613862e-08,0.0,1.048719947708118e-06
1698,4.395717253048913e-07,0.0,1.5745945753613862e-08,0.0,1.051644192427505e-06
1699,4.657108060460554e-07,0.0,1.5745945753613862e-08,0.0,1.0011227037206742e-06
1700,4.657108060460554e-07,0.0,1.5745945753613862e-08,0.0,8.336557552216359e-07
1701,4.413252554513747e-07,0.0,2.541270508312924e-08,0.0,8.088329000851704e-07
1702,8.46687921044317e-08,0.0,2.541270508312924e-08,0.0,7.721962366044213e-07
1703,1.4621131632403766e-07,0.0,9.666759329515377e-09,0.0,4.589090565332299e-07
1704,1.3283185852839908e-07,0.0,2.6990292667505855e-08,0.0,4.2665883727620114e-07
1705,2.0366736208643488e-07,0.0,5.4463707702520226e-08,0.0,4.5722273154881675e-07
1706,1.775282813452707e-07,0.0,5.4463707702520226e-08,1.1075382896511395e-08,5.429420712386803e-07
1707,1.775282813452707e-07,0.0,5.4463707702520226e-08,1.1075382896511395e-08,6.367800965888039e-07
1708,1.9682001603119455e-07,0.0,5.444281571596678e-08,2.072125023947332e-08,6.077380346271508e-07
1709,2.208700483460494e-07,0.0,5.444281571596678e-08,2.072125023947332e-08,5.598771062003445e-07
1710,1.4358157837282954e-07,0.0,5.444281571596678e-08,2.072125023947332e-08,6.300436195618074e-07
1711,1.5430446913861878e-07,0.0,3.7119282377976303e-08,2.072125023947332e-08,5.811647046779658e-07
1712,7.358984431350888e-08,0.0,9.645867342961928e-09,2.072125023947332e-08,4.987444595729227e-07
1713,9.522587467764814e-08,0.0,9.645867342961928e-09,9.645867342961928e-09,4.0808245468529745e-07
1714,1.4735378103734677e-06,9.571610754781951e-08,9.645867342961928e-09,1.9217477894731668e-08,3.3882590295369095e-07
1715,1.4882131367244256e-06,9.571610754781951e-08,0.0,9.571610551769742e-09,3.1953416826776705e-07
1716,1.481873020736657e-06,9.571610754781951e-08,0.0,9.571610551769742e-09,3.663238012612575e-07
1717,1.481873020736657e-06,9.571610754781951e-08,0.0,9.571610551769742e-09,3.7765474100329553e-07
1718,1.493455389070927e-06,9.571610754781951e-08,0.0,9.571610551769742e-09,5.498634193047889e-07
1719,1.4825919691929812e-06,9.571610754781951e-08,0.0,9.571610551769742e-09,5.76202903549269e-07
1720,1.4700170670575323e-06,9.571610754781951e-08,0.0,9.571610551769742e-09,7.071258514607897e-07
1721,1.2674536366473278e-07,0.0,0.0,0.0,6.65593199349652e-07
1722,1.3914382281297678e-07,0.0,3.091034679008382e-08,0.0,1.160158747990993e-06
1723,1.2760908266581543e-07,0.0,4.3260699149933705e-08,0.0,1.3178006038775232e-06
1724,1.334800024161658e-07,0.0,4.3260699149933705e-08,0.0,1.2912433179833118e-06
1725,3.745722381154337e-07,0.0,4.3260699149933705e-08,0.0,1.2958403427124461e-06
1726,3.937347311680891e-07,0.0,4.964819717250586e-08,0.0,1.3780883218065095e-06
1727,3.846736029393989e-07,0.0,4.964819717250586e-08,0.0,1.2974755674934256e-06
1728,3.8203117164974696e-07,0.0,4.964819717250586e-08,6.479559999661433e-09,1.3661082951849885e-06
1729,3.420376281886612e-07,0.0,1.873785038242204e-08,6.479559999661433e-09,9.798663508523272e-07
1730,3.5222892792928307e-07,0.0,6.3874980225721495e-09,3.921251184075507e-08,1.02143168792931e-06
1731,3.463580081789327e-07,0.0,6.3874980225721495e-09,3.921251184075507e-08,1.0448357232105212e-06
1732,9.933284214217305e-08,0.0,1.2646021880462804e-08,3.921251184075507e-08,9.7038203453589e-07
1733,1.2231896460791957e-07,0.0,2.733283161709161e-08,3.921251184075507e-08,9.460918022341502e-07
1734,1.5845108590286016e-07,0.0,3.7656294844217493e-08,3.921251184075507e-08,9.950598252674223e-07
1735,1.5838791459340689e-07,0.0,3.7656294844217493e-08,3.273295184109364e-08,1.0983284986260905e-06
1736,1.63040588014545e-07,5.512325072589062e-09,3.7656294844217493e-08,3.273295184109364e-08,1.1278130256999117e-06
1737,1.5359574031695695e-07,5.512325072589062e-09,3.7656294844217493e-08,0.0,9.546689625494764e-07
1738,1.6457937286012176e-07,5.512325072589062e-09,4.314811111579989e-08,0.0,9.420538244090235e-07
1739,1.3954527742855915e-07,5.512325072589062e-09,3.6889587257909236e-08,3.2309164867326346e-09,8.52626738735905e-07
1740,1.3483305545085906e-07,2.0486882285857584e-08,1.581527949870828e-08,1.0718195093366895e-08,9.031005195733346e-07
1741,1.0464228493235948e-07,2.0486882285857584e-08,1.1433167048023409e-08,1.6659545869807905e-08,9.608735557061924e-07
1742,1.5521349741983874e-07,2.0486882285857584e-08,1.781053932908045e-08,1.6659545869807905e-08,1.3789143987911042e-06
1743,2.2123999597413656e-07,1.497455721326852e-08,1.781053932908045e-08,1.6659545869807905e-08,1.3759457756025637e-06
1744,2.5449491047879746e-07,1.497455721326852e-08,1.781053932908045e-08,1.6659545869807905e-08,1.7388412101939008e-06
1745,2.687575820305353e-07,1.497455721326852e-08,1.863029908122371e-08,1.6659545869807905e-08,1.7409737316549062e-06
1746,2.7871353631374926e-07,1.497455721326852e-08,1.863029908122371e-08,1.3428629383075271e-08,1.788575405368777e-06
1747,2.87027812057821e-07,0.0,2.2789450834384946e-08,5.9413507764410105e-09,1.91167180219054e-06
1748,3.32042704696635e-07,0.0,1.6848100057943938e-08,0.0,1.759069724422651e-06
1749,2.9373438589378307e-07,0.0,1.0470727776886894e-08,4.955280376504691e-09,1.297611504469387e-06
1750,6.620119908770253e-07,2.3091120380870833e-08,1.376945922361626e-08,8.254011823234059e-09,1.3376047637133785e-06
1751,7.289096097500598e-07,2.3091120380870833e-08,1.7338597859049643e-08,8.254011823234059e-09,1.1276462389884858e-06
1752,7.270548475649516e-07,2.3091120380870833e-08,1.1027021835323986e-08,1.994978277813126e-08,1.303460927764328e-06
1753,7.774511224007645e-07,2.3091120380870833e-08,1.6056374261909567e-08,1.994978277813126e-08,1.4955010832246835e-06
1754,8.572225129098245e-07,2.3091120380870833e-08,1.6081291219295834e-08,1.994978277813126e-08,1.5388866115374964e-06
1755,8.409460414376164e-07,2.3091120380870833e-08,1.6081291219295834e-08,2.3803090546234022e-08,1.7484513331770098e-06
1756,8.570579309110014e-07,2.612659092246109e-08,1.6081291219295834e-08,2.1883280711319586e-08,1.7579488940100418e-06
1757,4.787218910808276e-07,3.035470541590257e-09,2.49630528311887e-08,2.162967252924578e-08,2.100787095774389e-06
1758,4.058311609307046e-07,3.035470541590257e-09,2.450149898842418e-08,3.0952426653487105e-08,2.074693497888802e-06
1759,4.7636708343036715e-07,3.035470541590257e-09,2.7980293891362506e-08,1.9256655698589905e-08,2.2397005555571274e-06
1760,5.144854315273863e-07,3.035470541590257e-09,3.359640946395562e-08,1.9256655698589905e-08,2.1443525091464314e-06
1761,4.639036969170515e-07,3.035470541590257e-09,4.0514610587040675e-08,2.2032223156998043e-08,2.1012273399329776e-06
1762,5.231142949924106e-07,3.035470541590257e-09,4.319719261656831e-08,1.8178915388895282e-08,2.369376683678378e-06
1763,4.964689748833604e-07,2.8386745652499356e-09,4.6035867181818246e-08,1.5143444847305025e-08,2.579575948402635e-06
1764,5.868743236143408e-07,8.460033943232962e-09,3.6666053812187526e-08,1.490900127164098e-08,2.514424392886992e-06
1765,8.0322061129274e-07,8.460033943232962e-09,3.945328584466422e-08,5.5862471473996524e-09,2.62373544046568e-06
1766,7.909183961731157e-07,8.460033943232962e-09,3.937554308005734e-08,5.5862471473996524e-09,2.634268396052773e-06
1767,8.220059238997887e-07,8.460033943232962e-09,3.1674577373662164e-08,5.5862471473996524e-09,2.9043705548506945e-06
1768,9.1336277461908e-07,8.460033943232962e-09,2.5936732634639677e-08,5.492892236296549e-09,3.0137058989307012e-06
1769,2.3822036203975065e-06,8.460033943232962e-09,2.3254150605112045e-08,5.492892236296549e-09,2.6826067888967894e-06
1770,2.5557098816924347e-06,5.621359377983026e-09,2.3298397623859402e-08,5.492892236296549e-09,2.567497420256716e-06
1771,3.3750226618524593e-06,0.0,2.5753005569332084e-08,5.314856364537133e-09,2.5151398566387277e-06
1772,3.2879300176448723e-06,0.0,2.513035240221078e-08,5.314856364537133e-09,2.408785738745272e-06
1773,3.3620162217370568e-06,2.5951908558649197e-09,2.691968197560917e-08,5.314856364537133e-09,2.2782494722507962e-06
1774,3.416858070132938e-06,2.5951908558649197e-09,2.9320105962174888e-08,5.314856364537133e-09,2.0864254598304148e-06
1775,3.3978840454957596e-06,2.5951908558649197e-09,3.551043751112307e-08,2.6326438172320975e-09,2.0164973355869213e-06
1776,2.17419900699107e-06,2.5951908558649197e-09,3.551043751112307e-08,2.6326438172320975e-09,2.4352825188803503e-06
1777,2.4510250113962684e-06,2.5951908558649197e-09,3.5545566236448526e-08,5.550694126554845e-09,2.458975846561121e-06
1778,1.8330816991302917e-06,8.157478248449479e-09,3.028027860198433e-08,8.480337701907307e-09,2.4954535677222467e-06
1779,1.7746737382497355e-06,8.157478248449479e-09,3.0131486385341436e-08,1.3603709143288662e-08,2.5889612353629284e-06
1780,1.9196522446561304e-06,5.562287392584559e-09,2.4941104673611595e-08,1.3603709143288662e-08,2.600735521290127e-06
1781,2.1005430101338007e-06,7.474804267612204e-09,2.3421212144317645e-08,1.3603709143288662e-08,2.7798655862300492e-06
1782,2.268307347159342e-06,7.474804267612204e-09,1.4024588982205647e-08,1.5761842624734916e-08,2.814683154740903e-06
1783,2.6316566520888174e-06,7.474804267612204e-09,1.619918802272683e-08,2.011104070577728e-08,2.397495612577976e-06
1784,3.0960093714124274e-06,7.474804267612204e-09,1.661008194478849e-08,1.7192990396454533e-08,2.451900773589192e-06
1785,3.0009957916783085e-06,1.9125168750276445e-09,1.8228204342766015e-08,1.3248825401847495e-08,2.3372675741484272e-06
1786,3.2953159916360164e-06,1.2633303419257963e-08,1.444493121941345e-08,8.12545396046614e-09,2.23147260060484e-06
1787,3.264056626254127e-06,1.9079011640396208e-08,1.8312355949084188e-08,1.0703737198168386e-08,2.2910828647582093e-06
1788,3.0281145606230505e-06,1.7166494765368564e-08,1.971353049055681e-08,1.2010289271050364e-08,2.185775948808961e-06
1789,3.0015464988407203e-06,1.7166494765368564e-08,2.1045551460271587e-08,9.85215578960411e-09,2.131472358866761e-06
1790,2.892454623244183e-06,1.827134316861085e-08,1.9975800822992695e-08,6.607806111804036e-09,2.2369791525177007e-06
1791,2.2358304688298503e-06,1.935730940618084e-08,2.099072154188824e-08,1.6381502123051306e-08,2.1742061530208697e-06
1792,2.037372240693003e-06,2.0445571458083123e-08,2.154912324771528e-08,2.5646000497861872e-08,2.1917375404102913e-06
1793,1.7819821493958443e-06,9.724784913852806e-09,2.513913534483793e-08,2.7618044740052028e-08,2.29482092046445e-06
1794,1.6961809064598908e-06,3.27907669271456e-09,2.4265667189890142e-08,2.7035732636753503e-08,2.309808808474502e-06
1795,1.7503999539972677e-06,4.192348817306473e-09,2.3605819648204422e-08,2.9382269062239175e-08,2.3540728437053204e-06
1796,1.8193374436188087e-06,4.192348817306473e-09,2.6752796676378565e-08,3.412307718925993e-08,2.5121782333111957e-06
1797,1.469811012709345e-06,4.7882713667084835e-09,3.07502612579518e-08,3.471899973866195e-08,2.5728159666219393e-06
1798,1.4699077114853156e-06,3.7023051291384945e-09,2.9299679634878624e-08,3.420381057748857e-08,2.6961744034841625e-06
1799,2.033016958843551e-06,2.614043077236212e-09,3.072777308789552e-08,2.8728116013050046e-08,2.721303774576102e-06
1800,2.2554386142863744e-06,3.4373708958566696e-09,2.7032654464116083e-08,2.9226055353603897e-08,2.7512490175597904e-06
1801,2.2821554921392817e-06,3.4373708958566696e-09,2.682474077784848e-08,3.140914842500056e-08,2.7307972102010225e-06
1802,2.341264673434905e-06,2.9582255692669636e-09,2.4429013986296662e-08,3.122907431065057e-08,2.788774866400802e-06
1803,2.153691736696471e-06,7.872224935415569e-09,1.9897882199058714e-08,3.034926583061244e-08,2.707130468999302e-06
1804,2.1915011367517375e-06,7.696841798830536e-09,2.2422508040774247e-08,3.139419289612176e-08,2.7343800021688887e-06
1805,2.0291182636356098e-06,9.774261812621278e-09,2.2385677311831387e-08,2.603084858776583e-08,2.7654006251915623e-06
1806,1.6070362757350916e-06,1.0032811914584272e-08,2.7054663017825727e-08,2.4243623743456866e-08,2.7515859853467972e-06
1807,1.4371141300476405e-06,9.209484095963814e-09,3.2096307833739957e-08,2.3865852405435817e-08,2.8016619515775735e-06
1808,1.360218829761704e-06,1.0150936852986497e-08,3.566507089658444e-08,2.2040420155633456e-08,2.7406217668612953e-06
1809,1.25594943613448e-06,1.0621434113186216e-08,3.928403101229248e-08,2.091942834831733e-08,2.5145599075975563e-06
1810,1.306618360428859e-06,6.143310051141628e-09,4.284441017838552e-08,1.7930179309542738e-08,2.4398818823101465e-06
1811,1.1830065643282848e-06,4.852306175909657e-09,3.849884652343657e-08,1.7059552818007465e-08,2.329559850165554e-06
1812,1.1782509464605288e-06,3.0135944216271226e-09,3.993914278664436e-08,1.3880515086534778e-08,2.1452517557918327e-06
1813,1.0772587789428404e-06,3.1430031276004554e-09,3.670900383667686e-08,1.1424690082861844e-08,2.09720110433409e-06
1814,1.0684444597635384e-06,4.605710035576749e-09,3.5865279000647984e-08,1.0586226688908645e-08,1.9801025895763554e-06
1815,1.1049573507599625e-06,4.629960859148241e-09,3.395270959621095e-08,1.0164001894098971e-08,2.010728816717996e-06
1816,1.3073393785946661e-06,4.676200379297565e-09,3.386829711920265e-08,8.572670192766703e-09,2.140554800332341e-06
1817,1.2516228399103317e-06,4.754367788351033e-09,3.3685040534692234e-08,9.757090437188611e-09,2.188168082284392e-06
